imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.011548519134521484, 0.01699274778366089, -0.0019466952671889641, -0.0, -0.001100818474230148, 0.0, 0.00018706392657114369, -2.4131851815086547e-08, 1732745994.1336644, 
-0.01845073699951172, 0.006135761737823486, -0.005399110673415234, 2.8130167915379747e-09, -0.001838231052637365, -1.5302846655221163e-06, 0.0004824215233213185, -2.4003116389558692e-08, 1732745994.1940422, 
-0.0004215836524963379, 0.016724824905395508, -0.004091234944970558, 1.2971757928935508e-08, -0.0014567119411875832, -8.904820206435744e-06, 0.000449847258807326, -2.3264211229068543e-08, 1732745994.2444701, 
-0.011066555976867676, -0.01586681604385376, -0.005836743818486723, 5.751134915885677e-10, -0.0015618854122007198, -3.682174678726795e-07, 0.0005322567577971955, -2.3658052747785064e-08, 1732745994.2944505, 
0.012500524520874023, 0.003640413284301758, -0.0008354393288271126, 1.7300504511944415e-09, -0.0009473724276286411, -1.8261566420304591e-06, 0.00038957238485739864, -2.359404384239139e-08, 1732745994.335474, 
-0.012206852436065674, -0.0003548860549926758, -0.0039224972360749535, 1.3098889462549096e-09, -0.001069513702586278, -1.2247519064827594e-06, 0.0004576832211928421, -2.349175978881168e-08, 1732745994.3844044, 
0.014478206634521484, -0.014901459217071533, 0.001215823177204975, -1.7856175380831091e-09, -0.0004982611685087209, 3.583697969935606e-06, 0.00034778709996305873, -2.39849473635053e-08, 1732745994.434463, 
0.02452927827835083, -0.0001424551010131836, 0.007716166127941804, 1.072817983701548e-09, 0.00041329437683674554, 2.5957720303680686e-06, 0.00020136091874049285, -2.392210736137213e-08, 1732745994.4845974, 
0.01796126365661621, -0.019240498542785645, 0.010476648066376062, -6.854509226941764e-10, 0.0018205862854993816, -3.765001022764511e-07, 4.7828994708818084e-05, -2.3635200408270745e-08, 1732745994.5945003, 
-0.0026860833168029785, -0.020889580249786377, 0.006643275606641481, -2.299216077467956e-08, 0.0020905849582260583, -1.0997955707977834e-05, 6.250877334434073e-05, -2.4283355858805925e-08, 1732745994.7354553, 
-0.0005699992179870605, -0.013803601264953613, 0.004536357211754667, -2.65724549901967e-08, 0.0016568126200126646, -1.6038298277248764e-05, 4.5821353694092576e-05, -2.5327304530767074e-08, 1732745994.834467, 
-0.013231515884399414, 0.007961750030517578, -0.00047516844623009345, -6.901581833818396e-09, 0.0008862996107569292, -7.786962501023256e-06, 0.00012071257476782451, -2.486625043166531e-08, 1732745994.934224, 
-0.0256769061088562, -0.0011306405067443848, -0.007525550737353281, 1.041593854504492e-09, -0.00020173904154256912, -5.163075260557704e-06, 0.00027007528763007714, -2.4673173396258097e-08, 1732745995.0404623, 
-0.007757067680358887, -0.0014578700065612793, -0.007561204702816072, 2.517235762356591e-09, -0.0006843488384717086, -3.678293321736643e-06, 0.00032736014872536466, -2.4824162099879088e-08, 1732745995.1404612, 
0.006286919116973877, 0.012919187545776367, -0.0036480498896523505, 3.1377571561782985e-09, -0.000610919343420107, -5.1361234340834335e-06, 0.00030699113092154607, -2.503962177010554e-08, 1732745995.2345948, 
-0.013283252716064453, 0.003997147083282471, -0.006313676177843954, 4.28360422592686e-09, -0.0009790280621340345, -4.375364089602888e-06, 0.00036079137784120565, -2.5030331999160514e-08, 1732745995.3341088, 
0.010006308555603027, 0.004149496555328369, -0.001700825583371513, 2.8476714830671807e-09, -0.0006642555430551202, -4.287011998211697e-06, 0.00031680639174441457, -2.4963229245316958e-08, 1732745995.444467, 
0.013806760311126709, 0.00790262222290039, 0.002662912219574135, 6.322972083418581e-10, -0.00013869954550231074, -4.558754724280939e-06, 0.00025250198476408134, -2.470987493505918e-08, 1732745995.5345793, 
-0.00036221742630004883, 0.004456043243408203, 0.0018125915713818972, -7.6062329480179e-12, 2.207265006792871e-06, -3.445998973510663e-06, 0.00024028476050390194, -2.4554609296572617e-08, 1732745995.6346023, 
-0.009292244911193848, 0.0028524398803710938, -0.0013006008511806644, 4.817922549311998e-10, -0.00019496633486141489, -2.4711561370400805e-06, 0.0002656131265628079, -2.4593676781545026e-08, 1732745995.734685, 
0.005331814289093018, 0.0014063715934753418, 0.0005651109400599489, 6.764493608491772e-11, -3.65492576522388e-05, -1.8507882355744932e-06, 0.0002473420423173425, -2.4521919911497442e-08, 1732745995.8445084, 
0.021310031414031982, -0.001790463924407959, 0.0063706535501443454, -1.0608991937708724e-09, 0.0006209791736844593, -1.7084295877830005e-06, 0.00017487819590143467, -2.412005320607117e-08, 1732745995.938614, 
0.015533864498138428, 0.006129205226898193, 0.008898616913388767, -1.982455256642871e-10, 0.0011611003142196134, -1.7073936095553677e-07, 0.00011807830715648455, -2.3713600881087147e-08, 1732745996.030647, 
0.006299853324890137, 0.009186744689941406, 0.00811118456080834, 3.997116455752303e-09, 0.0013833276974328044, 2.889493547345118e-06, 9.60828095258414e-05, -2.3434377932257413e-08, 1732745996.1298532, 
0.020655393600463867, 0.007627427577972412, 0.011557936408966582, 9.672421669513508e-09, 0.0019273880960699202, 5.018408948838867e-06, 3.9599290720829976e-05, -2.2824849942035606e-08, 1732745996.2405515, 
0.00436246395111084, 0.01818007230758667, 0.009453759031269665, 2.6628041825421525e-08, 0.0019819704029665065, 1.3435135956209187e-05, 3.4641317103176585e-05, -2.2049358267581413e-08, 1732745996.3386261, 
0.0015447139739990234, 0.01566767692565918, 0.007154374330606704, 3.405531326553603e-08, 0.0018506947288836962, 1.8401367191415683e-05, 4.834720318505438e-05, -2.1300182841187107e-08, 1732745996.4298058, 
-0.001815199851989746, 0.009004294872283936, 0.0045689221618035675, 2.7985144136757756e-08, 0.0015610867115036285, 1.7926707037168597e-05, 7.734639014003229e-05, -2.100271475826547e-08, 1732745996.5298302, 
0.0033071041107177734, -0.0033979415893554688, 0.004156697004855882, 1.5909266674910736e-08, 0.0013981316954695235, 1.1378947152443585e-05, 9.374308455579832e-05, -2.1148077065573072e-08, 1732745996.639585, 
0.011952400207519531, 0.022217631340026855, 0.006285467100172221, 2.370267572691613e-08, 0.0015184021725311153, 1.5610275166680458e-05, 8.16098794656468e-05, -2.0127182661144063e-08, 1732745996.7400463, 
0.008310794830322266, 0.0037300586700439453, 0.006789601859523067, 2.026732548388753e-08, 0.0015847328494293575, 1.2789111736491837e-05, 7.460626620263753e-05, -1.9791293879785444e-08, 1732745996.8299859, 
-0.00788968801498413, -0.0006189346313476562, 0.002614785529137801, 1.049777031548729e-08, 0.001180315960398089, 8.894034027901905e-06, 0.00011539521914864894, -2.015294721532123e-08, 1732745996.9303727, 
0.0101853609085083, -0.006329357624053955, 0.004691490944243618, 5.324374449223143e-09, 0.001246832730106562, 4.270319763546678e-06, 0.00010868873058824405, -2.008278908694492e-08, 1732745997.0389287, 
-0.004356682300567627, -0.012048602104187012, 0.002108782830318496, -1.1408529978267246e-09, 0.000955399952110749, -1.1941103778637008e-06, 0.0001379365789776839, -2.0586654274491022e-08, 1732745997.1390414, 
-0.015503942966461182, 0.021758675575256348, -0.002854921727372266, 1.572970899398878e-09, 0.0003137678922430231, 5.013167179563045e-06, 0.00020216197773660692, -2.032948351096878e-08, 1732745997.2336748, 
0.0257338285446167, -0.0057021379470825195, 0.005145865979614037, 2.6498153627124587e-09, 0.0008568907847848364, 3.092360671574379e-06, 0.0001477494024394222, -1.9992814445851372e-08, 1732745997.3347862, 
