x, y, 
-0.040000000000000036, -0.019999999999999574, 
0.009999999999999787, 0.03000000000000025, 
0.0600000000000005, 0.08000000000000007, 
0.11000000000000032, 0.1299999999999999, 
0.16000000000000014, 0.08000000000000007, 
0.20999999999999996, 0.1299999999999999, 
0.2599999999999998, 0.1800000000000006, 
0.3100000000000005, 0.23000000000000043, 
0.3600000000000003, 0.28000000000000025, 
0.41000000000000014, 0.33000000000000007, 
0.45999999999999996, 0.3799999999999999, 
0.45999999999999996, 0.4300000000000006, 
0.45999999999999996, 0.4800000000000004, 
0.45999999999999996, 0.5300000000000002, 
0.45999999999999996, 0.5800000000000001, 
0.45999999999999996, 0.6299999999999999, 
0.45999999999999996, 0.6800000000000006, 
0.45999999999999996, 0.7300000000000004, 
0.45999999999999996, 0.7800000000000002, 
0.45999999999999996, 0.8300000000000001, 
0.45999999999999996, 0.8799999999999999, 
0.45999999999999996, 0.9300000000000006, 
0.45999999999999996, 0.9800000000000004, 
0.45999999999999996, 1.0300000000000002, 
0.45999999999999996, 1.08, 
0.45999999999999996, 1.13, 
0.45999999999999996, 1.1800000000000006, 
0.45999999999999996, 1.2300000000000004, 
0.45999999999999996, 1.2800000000000002, 
0.5099999999999998, 1.33, 
0.5600000000000005, 1.38, 
0.6100000000000003, 1.4300000000000006, 
0.6600000000000001, 1.4800000000000004, 
0.71, 1.5300000000000002, 
0.7599999999999998, 1.58, 
0.8100000000000005, 1.63, 
0.8600000000000003, 1.6800000000000006, 
0.9100000000000001, 1.7300000000000004, 
0.96, 1.7800000000000002, 
1.0099999999999998, 1.83, 
1.0600000000000005, 1.88, 
1.1100000000000003, 1.9300000000000006, 
1.1600000000000001, 1.9800000000000004, 
1.21, 2.0300000000000002, 
1.2599999999999998, 2.08, 
1.2599999999999998, 2.13, 
1.2599999999999998, 2.1800000000000006, 
1.2599999999999998, 2.2300000000000004, 
1.3100000000000005, 2.2800000000000002, 
1.3100000000000005, 2.33, 
1.3600000000000003, 2.38, 
1.3600000000000003, 2.4300000000000006, 
1.4100000000000001, 2.4799999999999995, 
1.46, 2.5300000000000002, 
1.5099999999999998, 2.580000000000001, 
1.5600000000000005, 2.63, 
1.6099999999999994, 2.6800000000000006, 
1.6600000000000001, 2.7299999999999995, 
1.7100000000000009, 2.7800000000000002, 
1.7599999999999998, 2.830000000000001, 
1.8100000000000005, 2.88, 
1.8599999999999994, 2.830000000000001, 
1.9100000000000001, 2.88, 
1.9600000000000009, 2.830000000000001, 
2.01, 2.88, 
2.0600000000000005, 2.830000000000001, 
2.1099999999999994, 2.88, 
2.16, 2.9300000000000006, 
2.210000000000001, 2.88, 
2.26, 2.9300000000000006, 
2.3100000000000005, 2.88, 
2.3599999999999994, 2.9300000000000006, 
2.41, 2.88, 
2.460000000000001, 2.830000000000001, 
2.51, 2.88, 
2.5600000000000005, 2.830000000000001, 
2.6099999999999994, 2.88, 
2.66, 2.830000000000001, 
2.710000000000001, 2.88, 
2.76, 2.9300000000000006, 
2.8100000000000005, 2.88, 
2.8599999999999994, 2.9300000000000006, 
