odom_x, odom_y, odom_theta, stamp, 
2.8565661907196045, 2.8708596229553223, -0.31470456282588966, 1732747448.6520395, 
2.8565661907196045, 2.8708596229553223, -0.3147045724204087, 1732747448.7035508, 
2.8565661907196045, 2.8708596229553223, -0.3147045724204087, 1732747448.7725742, 
2.8565661907196045, 2.8708596229553223, -0.3147045724204087, 1732747448.801946, 
2.8565661907196045, 2.8708596229553223, -0.3147045724204087, 1732747448.863231, 
2.8565661907196045, 2.8708596229553223, -0.3147045724204087, 1732747448.912121, 
2.8565661907196045, 2.8708596229553223, -0.31470438895951, 1732747448.9630325, 
2.8565661907196045, 2.8708596229553223, -0.314704388959986, 1732747449.012028, 
2.8565661907196045, 2.8708596229553223, -0.314704388959986, 1732747449.051992, 
2.8565661907196045, 2.8708596229553223, -0.314704388959986, 1732747449.1029878, 
2.8565661907196045, 2.8708596229553223, -0.314704388959986, 1732747449.1520092, 
2.8565661907196045, 2.8708596229553223, -0.314704388959986, 1732747449.2123547, 
2.8565661907196045, 2.8708596229553223, -0.314704388959986, 1732747449.2629735, 
2.8565661907196045, 2.8708596229553223, -0.314704388959986, 1732747449.312006, 
2.8565661907196045, 2.8708596229553223, -0.3147043686341764, 1732747449.4119952, 
2.8565661907196045, 2.8708596229553223, -0.3147043686341764, 1732747449.5030003, 
2.8565661907196045, 2.8708596229553223, -0.3147043686341764, 1732747449.6021907, 
2.8565661907196045, 2.8708596229553223, -0.3147043686341764, 1732747449.7118871, 
2.8565661907196045, 2.8708596229553223, -0.3147043334563428, 1732747449.8130274, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747449.9042695, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747450.0019333, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747450.112028, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747450.2130458, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747450.3020775, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747450.402109, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747450.5123534, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747450.6120515, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747450.653016, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747450.7020073, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747450.75203, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747450.9120698, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747450.9620574, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747451.0120587, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747451.0520556, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747451.1020112, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747451.1520557, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747451.2527683, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747451.3620872, 
2.8565661907196045, 2.8708596229553223, -0.3147043393329885, 1732747451.453059, 
0.0, 0.0, 2.6831745448878978e-12, 1732747451.901666, 
0.0, 0.0, 4.274793127930454e-12, 1732747452.013085, 
0.0, 0.0, 5.639037627681216e-12, 1732747452.1123385, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.384148802036682e-07, 1732747452.2131839, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.3841760869342222e-07, 1732747452.3030827, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.384204508702493e-07, 1732747452.4020913, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.384236341082957e-07, 1732747452.512317, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.384263625980497e-07, 1732747452.613076, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.384290910878037e-07, 1732747452.7020311, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.3843227432585e-07, 1732747452.81535, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.3843500281560404e-07, 1732747452.912097, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.3843773130535806e-07, 1732747453.01305, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.384404597951121e-07, 1732747453.1020353, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.384431882848661e-07, 1732747453.201993, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.3844637152291244e-07, 1732747453.312199, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.3844910001266646e-07, 1732747453.4130495, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.384518285024205e-07, 1732747453.502069, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.384550117404668e-07, 1732747453.6116712, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.3845774023022084e-07, 1732747453.7122452, 
-2.0556512936309446e-08, 2.4176459945124407e-08, -2.3846046871997486e-07, 1732747453.8090916, 
7.105427357601002e-15, 0.0, -4.13208937673558e-11, 1732747453.906046, 
7.105427357601002e-15, 0.0, -4.1202953729595365e-11, 1732747454.0162473, 
7.105427357601002e-15, 0.0, -4.077007693541938e-11, 1732747454.1081984, 
7.105427357601002e-15, 0.0, -4.031564858458892e-11, 1732747454.2090693, 
7.105427357601002e-15, 0.0, -3.964893806405666e-11, 1732747454.3061016, 
7.105427357601002e-15, 0.0, -4.227489984705004e-11, 1732747454.4164708, 
7.105427357601002e-15, 0.0, -4.476700593218869e-11, 1732747454.5080981, 
7.105427357601002e-15, 0.0, -4.7397008521904597e-11, 1732747454.6091285, 
7.105427357601002e-15, 0.0, -4.9524534334171326e-11, 1732747454.7071383, 
7.105427357601002e-15, 0.0, -4.934121801972483e-11, 1732747454.8173661, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836884155293256e-07, 1732747454.9083073, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836913451141644e-07, 1732747455.008222, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747455.1020713, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747455.2130833, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747455.2935352, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747455.4130874, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747455.5020916, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747455.6022763, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747455.7123313, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747455.8142948, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747455.9035017, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747456.0134246, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747456.1121469, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747456.2143679, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747456.3019762, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747456.4127793, 
2.0556528923521e-08, -2.4176458168767567e-08, 2.3836903872482784e-07, 1732747456.5124252, 
8.881784197001252e-15, -1.7763568394002505e-15, -5.0022957047553805e-11, 1732747456.6084287, 
8.881784197001252e-15, -1.7763568394002505e-15, -5.138720184486958e-11, 1732747456.7029865, 
8.881784197001252e-15, -1.7763568394002505e-15, -5.2053389623494627e-11, 1732747456.8035803, 
8.881784197001252e-15, -1.7763568394002505e-15, -5.091810059071863e-11, 1732747456.913137, 
-2.0556507607238927e-08, 2.4176458168767567e-08, -2.3847093434670985e-07, 1732747457.0081804, 
-2.0556507607238927e-08, 2.4176458168767567e-08, -2.3847137823596275e-07, 1732747457.103369, 
-2.0556507607238927e-08, 2.4176458168767567e-08, -2.384715020484021e-07, 1732747457.213182, 
1.0658141036401503e-14, -3.552713678800501e-15, -5.2302286636679306e-11, 1732747457.3133357, 
-2.0556507607238927e-08, 2.4176456392410728e-08, -2.384719287166039e-07, 1732747457.4084241, 
-2.0556507607238927e-08, 2.4176456392410728e-08, -2.384714377373441e-07, 1732747457.503577, 
-2.0556507607238927e-08, 2.4176456392410728e-08, -2.38471314838729e-07, 1732747457.6132035, 
-2.0556507607238927e-08, 2.4176456392410728e-08, -2.384713479335818e-07, 1732747457.7135625, 
-4.111302231990521e-08, 4.835292344296249e-08, -4.768899995079718e-07, 1732747457.8086684, 
-2.0556511159952606e-08, 2.4176458168767567e-08, -2.384716309677795e-07, 1732747457.9031317, 
-2.0556511159952606e-08, 2.4176458168767567e-08, -2.3847544257017195e-07, 1732747458.012692, 
-2.0556511159952606e-08, 2.4176458168767567e-08, -2.384783172696003e-07, 1732747458.113256, 
-2.0556511159952606e-08, 2.4176458168767567e-08, -2.384784021754325e-07, 1732747458.2092927, 
-2.0556511159952606e-08, 2.4176458168767567e-08, -2.3847808036754456e-07, 1732747458.3032436, 
-2.0556511159952606e-08, 2.4176458168767567e-08, -2.3847808803896976e-07, 1732747458.4035616, 
-2.0556511159952606e-08, 2.4176458168767567e-08, -2.384779856219026e-07, 1732747458.513156, 
0.0, -3.552713678800501e-15, -5.740407906566325e-11, 1732747458.6091502, 
0.0, -3.552713678800501e-15, -5.7599822889752814e-11, 1732747458.703104, 
0.0, -3.552713678800501e-15, -5.923593693907806e-11, 1732747458.812809, 
0.0, -3.552713678800501e-15, -6.042071231276907e-11, 1732747458.91313, 
0.0, -3.552713678800501e-15, -6.170324397641103e-11, 1732747459.0101192, 
0.0, -3.552713678800501e-15, -6.27362948900774e-11, 1732747459.1031187, 
2.0556516489023124e-08, -2.4176461721481246e-08, 2.3835602836327715e-07, 1732747459.2132714, 
2.0556516489023124e-08, -2.4176461721481246e-08, 2.383561336809856e-07, 1732747459.3132384, 
2.0556516489023124e-08, -2.4176461721481246e-08, 2.3835619964635223e-07, 1732747459.4101422, 
2.0556516489023124e-08, -2.4176461721481246e-08, 2.3835618004049078e-07, 1732747459.5031116, 
0.0, -7.105427357601002e-15, -6.292803684823555e-11, 1732747459.6036596, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.383561895071789e-07, 1732747459.713141, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.383546921641088e-07, 1732747459.8101363, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.3835230260580095e-07, 1732747459.9031298, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.3835012783017318e-07, 1732747460.0002015, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.3834951555868152e-07, 1732747460.113265, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.3834906321236352e-07, 1732747460.2101696, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.3834835647756237e-07, 1732747460.3031204, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.383487021493976e-07, 1732747460.3542402, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.3834862407585524e-07, 1732747460.413273, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.3834811510195577e-07, 1732747460.462799, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.3834840975984233e-07, 1732747460.5131447, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.383479548648042e-07, 1732747460.703168, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.3834648754364383e-07, 1732747460.8132095, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.383466207306525e-07, 1732747460.8512356, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.3834759262872462e-07, 1732747460.913332, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.3834925836806784e-07, 1732747461.053154, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.3834951184637212e-07, 1732747461.2008848, 
2.0556518265379964e-08, -2.4176463497838085e-08, 2.3834919001734325e-07, 1732747461.3132153, 
4.1113047188900964e-08, -4.8352916337535135e-08, 4.7676829422434473e-07, 1732747461.5031893, 
4.1113047188900964e-08, -4.8352916337535135e-08, 4.767692735434683e-07, 1732747461.601519, 
0.0, 0.0, -4.954925230342876e-13, 1732747461.7137113, 
0.0, 0.0, 4.4041406495679853e-13, 1732747461.812194, 
0.0, 0.0, 1.7110925253584168e-12, 1732747461.9032745, 
0.0, 0.0, 3.1278493594489006e-12, 1732747462.013264, 
0.0, 0.0, 3.854140820609774e-12, 1732747462.0937724, 
0.0, 0.0, 5.09631382001695e-12, 1732747462.2121925, 
0.0, 0.0, 5.226981442757173e-12, 1732747462.3041573, 
0.0, 0.0, 5.504078003477542e-12, 1732747462.4139314, 
0.0, 0.0, 5.3113913332514756e-12, 1732747462.5148172, 
2.0556511159952606e-08, -2.4176461721481246e-08, 2.3842388720890046e-07, 1732747462.6124043, 
2.0556511159952606e-08, -2.4176461721481246e-08, 2.384245580487534e-07, 1732747462.704148, 
2.0556511159952606e-08, -2.4176461721481246e-08, 2.3842466789877075e-07, 1732747462.8032594, 
2.0556511159952606e-08, -2.4176461721481246e-08, 2.384257065486736e-07, 1732747462.9145215, 
2.0556511159952606e-08, -2.4176461721481246e-08, 2.3842572239962934e-07, 1732747463.0131955, 
2.0556511159952606e-08, -2.4176461721481246e-08, 2.384261700534515e-07, 1732747463.1031578, 
2.0556511159952606e-08, -2.4176461721481246e-08, 2.384274235914041e-07, 1732747463.2130816, 
2.0556511159952606e-08, -2.4176461721481246e-08, 2.3842773619888e-07, 1732747463.3127968, 
2.0556511159952606e-08, -2.4176461721481246e-08, 2.3842844869201563e-07, 1732747463.4132092, 
2.0556511159952606e-08, -2.4176461721481246e-08, 2.384293925697545e-07, 1732747463.5031626, 
2.0556511159952606e-08, -2.4176461721481246e-08, 2.3843063044130565e-07, 1732747463.6128976, 
2.0556511159952606e-08, -2.4176461721481246e-08, 2.3843119923806e-07, 1732747463.713199, 
2.0556511159952606e-08, -2.4176461721481246e-08, 2.3843135374833395e-07, 1732747463.8131673, 
5.329070518200751e-15, -1.7763568394002505e-15, 1.203138798809184e-11, 1732747463.903169, 
5.329070518200751e-15, -1.7763568394002505e-15, 1.220354554009029e-11, 1732747464.0127437, 
5.329070518200751e-15, -1.7763568394002505e-15, 1.2649124974488994e-11, 1732747464.1130462, 
5.329070518200751e-15, -1.7763568394002505e-15, 1.2841863525614975e-11, 1732747464.2132027, 
5.329070518200751e-15, -1.7763568394002505e-15, 1.3490388354736759e-11, 1732747464.3041759, 
-2.055649872545473e-08, 2.4176463497838085e-08, -2.3840457360214377e-07, 1732747464.4130383, 
-2.055649872545473e-08, 2.4176463497838085e-08, -2.384049085371804e-07, 1732747464.513248, 
-2.055649872545473e-08, 2.4176463497838085e-08, -2.3840533249167683e-07, 1732747464.613186, 
-2.055649872545473e-08, 2.4176463497838085e-08, -2.3840649554685908e-07, 1732747464.7041922, 
-2.055649872545473e-08, 2.4176463497838085e-08, -2.3840708313048843e-07, 1732747464.8128712, 
1.0658141036401503e-14, 0.0, 1.2494934118499756e-11, 1732747464.9129896, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.3840569456089031e-07, 1732747465.013226, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.3840499347361193e-07, 1732747465.1041775, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.3840419766428513e-07, 1732747465.2127945, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.38405047630601e-07, 1732747465.3133826, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.3840561606580078e-07, 1732747465.4132268, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.3840641187508046e-07, 1732747465.5041847, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.3840698031028024e-07, 1732747465.6028693, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.3840794665011988e-07, 1732747465.7132628, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.3840851508531966e-07, 1732747465.8132384, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.3840931089459934e-07, 1732747465.904191, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.384091466117532e-07, 1732747466.002818, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.3840835080255866e-07, 1732747466.1128266, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.384076686803919e-07, 1732747466.2132347, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.3840698655822515e-07, 1732747466.3052423, 
-2.055649694909789e-08, 2.4176461721481246e-08, -2.384063044360584e-07, 1732747466.40279, 
